Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country,Capital Gains
2024-12-31 05:00:00+00:00,14.670000076293944,14.68000030517578,14.399999618530272,14.630000114440918,257500.0,0.0,0.0,nintendo,NTDOY,gaming,japan,
2024-12-31 05:00:00+00:00,123.0999984741211,123.5500030517578,120.13999938964844,120.79000091552734,30118400.0,0.0,0.0,amd,AMD,technology,usa,
2024-12-31 05:00:00+00:00,451.760009765625,453.1099853515625,446.2099914550781,447.3800048828125,762300.0,0.0,0.0,spotify,SPOT,music,usa,
2024-12-31 05:00:00+00:00,446.3500061035156,448.5,442.80999755859375,444.6799926757813,2282800.0,0.0,0.0,adobe,ADBE,technology,usa,
2024-12-31 05:00:00+00:00,923.6500244140624,924.739990234375,912.5399780273438,916.27001953125,1741100.0,0.0,0.0,costco,COST,retail,usa,
2024-12-31 05:00:00+00:00,106.75,107.30999755859376,105.45999908447266,106.33000183105467,3765600.0,0.0,0.0,shopify,SHOP,e-commerce,canada,
2024-12-31 05:00:00+00:00,527.6699829101562,529.1900024414062,525.5599975585938,526.5700073242188,1942600.0,0.0,0.0,mastercard,MA,finance,usa,
2024-12-31 05:00:00+00:00,390.010009765625,391.4599914550781,387.2999877929688,388.989990234375,2179100.0,0.0,0.0,the home depot,HD,retail,usa,
2024-12-31 05:00:00+00:00,74.9000015258789,76.38999938964844,74.77999877929688,75.66999816894531,9422800.0,0.0,0.0,nike,NKE,apparel,usa,
2024-12-31 05:00:00+00:00,248.63999938964844,250.0399932861328,246.6699981689453,247.1600036621093,876700.0,0.0,0.0,hilton,HLT,hospitality,usa,
2024-12-31 05:00:00+00:00,316.1199951171875,317.6600036621094,315.19000244140625,316.0400085449219,3963200.0,0.0,0.0,visa,V,finance,usa,
2024-12-31 05:00:00+00:00,298.04998779296875,298.8699951171875,295.6700134277344,296.7900085449219,1231300.0,0.0,0.0,american express,AXP,finance,usa,
2024-12-31 05:00:00+00:00,60.150001525878906,60.68999862670898,59.88999938964844,60.29999923706055,5315400.0,0.0,0.0,chipotle,CMG,food,usa,
2024-12-31 05:00:00+00:00,87.72000122070312,88.0,84.81999969482422,84.98999786376953,4986700.0,0.0,0.0,block,SQ,financial services,usa,
2024-12-31 05:00:00+00:00,10.489999771118164,10.704999923706056,10.385000228881836,10.510000228881836,9983800.0,0.0,0.0,zoominfo,ZI,technology,usa,
2024-12-31 05:00:00+00:00,135.5,136.58999633789062,134.2899932861328,135.17999267578125,2830200.0,0.0,0.0,target,TGT,retail,usa,
2024-12-31 05:00:00+00:00,901.7999877929688,902.6799926757812,889.469970703125,891.3200073242188,1872100.0,0.0,0.0,netflix,NFLX,entertainment,usa,
2024-12-31 05:00:00+00:00,426.1000061035156,426.7300109863281,420.6600036621094,421.5,13235200.0,0.0,0.0,microsoft,MSFT,technology,usa,
2024-12-31 05:00:00+00:00,58.52000045776367,58.78099822998047,57.709999084472656,57.86000061035156,2887000.0,0.0,0.0,roblox,RBLX,gaming,usa,
2024-12-31 05:00:00+00:00,56.86000061035156,57.18999862670898,56.45000076293945,56.70000076293945,1553900.0,0.0,0.0,unilever,UL,consumer goods,netherlands,
2024-12-31 05:00:00+00:00,109.58999633789062,110.6500015258789,108.68000030517578,109.52999877929688,905400.0,0.0,0.0,crocs,CROX,footwear,usa,
2024-12-31 05:00:00+00:00,82.5999984741211,83.0999984741211,81.72000122070312,82.3499984741211,192400.0,0.0,0.0,logitech,LOGI,technology,switzerland,
2024-12-31 05:00:00+00:00,290.0799865722656,291.239990234375,288.5799865722656,289.8900146484375,1915600.0,0.0,0.0,mcdonald's,MCD,food,usa,
2024-12-31 05:00:00+00:00,143.75999450683594,144.6699981689453,143.30999755859375,144.6199951171875,5810700.0,0.0,0.0,johnson & johnson,JNJ,healthcare,usa,
2024-12-31 05:00:00+00:00,61.0,61.09999847412109,60.16999816894531,60.31999969482422,14460200.0,0.0,0.0,uber,UBER,technology,usa,
2024-12-31 05:00:00+00:00,90.7300033569336,91.7699966430664,90.58999633789062,91.25,4220100.0,0.0,0.0,starbucks,SBUX,food & beverage,usa,
2024-12-31 05:00:00+00:00,46.4900016784668,46.4900016784668,46.4900016784668,46.4900016784668,100.0,0.0,0.0,puma,PMMAF,apparel,germany,
2024-12-31 05:00:00+00:00,423.7900085449219,427.9299926757813,402.5400085449219,403.8399963378906,76433000.0,0.0,0.0,tesla,TSLA,automotive,usa,
2024-12-31 05:00:00+00:00,59.220001220703125,59.380001068115234,58.77000045776367,59.20000076293945,14172300.0,0.0,0.0,cisco,CSCO,technology,usa,
2024-12-31 05:00:00+00:00,83.0,83.00499725341797,81.2699966430664,81.61000061035156,1951300.0,0.0,0.0,zoom video communications,ZM,technology,usa,
2024-12-31 05:00:00+00:00,82.0,83.3499984741211,81.19999694824219,81.5999984741211,4500.0,0.0,0.0,bmw group,BAMXF,automotive,germany,
